Book	Smell_Word	Smell_Source	Quality	Full_Sentence
dtae2751	Geruch	Blätter	keinen so starcken	Die Blätter sehen als wie die am wilden Majoran , haben aber keinen so starcken Geruch , stehen einander gegen über , längs an den Stegeln , sind rauch , und schmecken als wie Salbey .
dtae2751	Geruch	Blätter	keinen so starcken	Die Blätter sehen als wie die am wilden Majoran , haben aber keinen so starcken Geruch , stehen einander gegen über , längs an den Stegeln , sind rauch , und schmecken als wie Salbey .
dtae2751	riecht	Dieses Kraut	nicht so starck|angenehm	Dieses Kraut riecht nicht so starck und angenehm , wie die Basilie oder die Ackermüntze .
dtae2751	riecht	Dieses Kraut	nicht so starck|angenehm	Dieses Kraut riecht nicht so starck und angenehm , wie die Basilie oder die Ackermüntze .
dtae2751	Geruch	Kraut	durchdringenden	Das gantze Kraut hat einen durchdringenden Geruch , wann es zerquetschet wird , und einen scharffen Geschmack .
dtae2751	Geruch	Kraut	durchdringenden	Das gantze Kraut hat einen durchdringenden Geruch , wann es zerquetschet wird , und einen scharffen Geschmack .
dtae2751	Geruch	Holtz	ohne	Ist eine holtzigte Wurtzel , oder aber ein hartes , dicht und schweres Holtz , auswendig weißlicht , iedoch mit einer dünnen , röthlichten oder braun marbrirten Schale überzogen , ohne Geruch und überaus sehr bitter von Geschmack .
dtae2751	Geruch	Holtz	ohne	Ist eine holtzigte Wurtzel , oder aber ein hartes , dicht und schweres Holtz , auswendig weißlicht , iedoch mit einer dünnen , röthlichten oder braun marbrirten Schale überzogen , ohne Geruch und überaus sehr bitter von Geschmack .
dtae2751	Geruch	Wurtzel	ziemlich würtzhaftigen	Diese Wurtzel ist zu erwehlen , welche frisch ist , fein völlig und schwer , die eine schöne Farbe und einen ziemlich würtzhaftigen Geruch hat .
dtae2751	Geruch	Wurtzel	ziemlich würtzhaftigen	Diese Wurtzel ist zu erwehlen , welche frisch ist , fein völlig und schwer , die eine schöne Farbe und einen ziemlich würtzhaftigen Geruch hat .
dtae2751	Geruch	Blätter	gutem	Seine Blätter sehen als wie die am Motten - oder Schabenkraute , sind aber ein gut Theil kleiner , von gutem Geruch , ein wenig scharff und bitter .
dtae2751	Geruch	Blätter	gutem	Seine Blätter sehen als wie die am Motten - oder Schabenkraute , sind aber ein gut Theil kleiner , von gutem Geruch , ein wenig scharff und bitter .
dtae2751	Geruch	Blumen	starcken	Die Blumen sind Büschlein kleiner Blümlein , die oben ausgebreitet und wie Sternlein formiret , und gelb sind : sie haben einen starcken Geruch , und stehen auf einem schupichten Kelche , der fast wie ein Cylinder gestalt .
dtae2751	Geruch	Blumen	starcken	Die Blumen sind Büschlein kleiner Blümlein , die oben ausgebreitet und wie Sternlein formiret , und gelb sind : sie haben einen starcken Geruch , und stehen auf einem schupichten Kelche , der fast wie ein Cylinder gestalt .
dtae2751	Geruch	Wurtzeln	guten	Ihre Wurtzeln breiten sich weit aus , sind holtzig und haben einen guten Geruch , schmecken bitter und scharff .
dtae2751	Geruch	Wurtzeln	guten	Ihre Wurtzeln breiten sich weit aus , sind holtzig und haben einen guten Geruch , schmecken bitter und scharff .
dtae2751	Geruch	Hartz		Dieses Hartz muß man erwehlen , wann es feine schöne goldgelbe Stücken sind , hübsch durchsichtig und leicht zu zerreiben ; die leichtlich zerschmeltzen , und überm Feuer einen Geruch von sich geben , bey nahe wie Olibanum .
dtae2751	riechet	Wasser	gut	Ihr innewendiges bestehet aus einem weißlichten , süssen Marck ; das ist gut zu essen , dann es schmeckt wie Artischocken : daneben ist sie voll klares Wasser , das riechet gut , und schmeckt gar lieblich , stärcket , löschet den Durst , kühlet die Leber und die Nieren .
dtae2751	riechet	Wasser	gut	Ihr innewendiges bestehet aus einem weißlichten , süssen Marck ; das ist gut zu essen , dann es schmeckt wie Artischocken : daneben ist sie voll klares Wasser , das riechet gut , und schmeckt gar lieblich , stärcket , löschet den Durst , kühlet die Leber und die Nieren .
dtae2751	Geruch		guten	Sie lassen desgleichen viel solchen Kern trocken werden , und heben ihn auf , gleichwie sie es in Languedoc mit den Kastanien zu machen pflegen : den nennen sie Copra , er hat einen guten Geruch , und schmeckt so angenehme , als wie Mandeln .
dtae2751	riechend	Pflantze	starck	Und ist eine kleine , dicht in einander gewachsene Pflantze , die ungefehr drey Querfinger hoch wird und treibet einen gantzen Hauffen zarter , dünner Stengel , als wie Fasen , welche gar ästig sind und steinhart , mit überaus kleinen Blätterlein besetzet , von Farbe aschengrau und grünlicht , gar starck nach Fischen riechend , und von Geschmacke saltzigt und unangenehm .
dtae2751	riechend	Pflantze	starck	Und ist eine kleine , dicht in einander gewachsene Pflantze , die ungefehr drey Querfinger hoch wird und treibet einen gantzen Hauffen zarter , dünner Stengel , als wie Fasen , welche gar ästig sind und steinhart , mit überaus kleinen Blätterlein besetzet , von Farbe aschengrau und grünlicht , gar starck nach Fischen riechend , und von Geschmacke saltzigt und unangenehm .
dtae2751	Geruch	es	ziemlich starcken	Man mag es erwehlen , wann es gantz ist , und fein reine , weißlichtgrüne sieht , und einen ziemlich starcken Geruch hat .
dtae2751	Geruch	es	ziemlich starcken	Man mag es erwehlen , wann es gantz ist , und fein reine , weißlichtgrüne sieht , und einen ziemlich starcken Geruch hat .
dtae2751	Geruch		starcken	Die ist von jener darinn unterschieden , daß sie viel kleiner ist , und ihre Zweige krumm sind : daß sie auch keinen so starcken Geruch nicht hat , und daß ihre Früchte aus zwey kleinen Kugeln bestehen , welche aussehen , als wie zwey kleine Hödlein .
dtae2751	Geruch		angenehmen|würtzhaften	Auf dem Kraute sind dieselben grüne , allein , man läst sie treugen , so werden sie gantz leicht und weißlicht gelb , und bekommen einen gar angenehmen , würtzhaften Geschmack und Geruch .
dtae2751	Geruch		guten	Man muß denjenigen erwehlen , welcher frisch und dicke ist , einen guten Geruch und Geschmack hat .
dtae2751	Geruch		mercklichen	Man verspüret an keinem Theile dieses Gewächses einigen mercklichen Geruch noch Geschmack .
dtae2751	Geruch		weinhaftigen	Ist ein Strauch , der veste , harte Ruthen treibt , welche mit einer blutrothen Schale überzogen sind , und einen weinhaftigen Geruch haben .
dtae2751	Geruch	Blüten	gutem	Die Blüten wachsen in Gestalt der Kronen auf den Spitzen der Zweige : bestehen aus vier weissen Blätterlein , in Kreis gestellt , und von gutem Geruch .
dtae2751	Geruch	Blüten	gutem	Die Blüten wachsen in Gestalt der Kronen auf den Spitzen der Zweige : bestehen aus vier weissen Blätterlein , in Kreis gestellt , und von gutem Geruch .
dtae2751	Geruch	Früchte		Die Früchte sind so dicke , wie die Galläpfel , kastanienbraun von Farbe , leichte und haben einen Geruch und Geschmack , als wie die Nelcken , deshalben sie auch Noix de Gerofle , Nägleinnüsse , betitelt worden .
dtae2751	riechen	Rinde|Früchte		Die Rinde und die Früchte dieses Baumes muß man erwehlen , welche am stärcksten riechen und schmecken , als wie Nelcken .
dtae2751	Geruch		lieblichem	Sie wird von dem Stamme und von den stärcksten Aesten eines Baumes abgenommen , dessen Blätter den Lorbeerblättern ähnlich sind , iedoch viel weicher ; von Farbe meergrün und von lieblichem Geruch .
dtae2751	riechendes	Hartz|Gummi|Gummi	starck	Währender grosser Hitze rinnet daraus ein schwärtzlichtes , starck riechendes Hartz oder Gummi , Gummi Alouchi genannt , dessen sich die Indianer zu ihrem Räucherwerck bedienen .
dtae2751	riechendes	Hartz|Gummi|Gummi	starck	Währender grosser Hitze rinnet daraus ein schwärtzlichtes , starck riechendes Hartz oder Gummi , Gummi Alouchi genannt , dessen sich die Indianer zu ihrem Räucherwerck bedienen .
dtae2751	riecht	Gewächs	starck	Die Wurtzel bestehet aus einer grossen Anzahl Zasern : das gantze Gewächs riecht starck , und wächst an schattigen Orten , in lettigem Boden .
dtae2751	riecht	Gewächs	starck	Die Wurtzel bestehet aus einer grossen Anzahl Zasern : das gantze Gewächs riecht starck , und wächst an schattigen Orten , in lettigem Boden .
dtae2751	Geruch		schier keinen	Seine Blüte ist gelb , und hat schier keinen Geruch , Garzias , Fragosus und Castor ertheilen ihm solche Blätter , die wie das Pfirschenlaub aussehen sollen , und weisse Blumen .
dtae2751	Geruch	Kraut	starcken|lieblichen	Dieses Kraut hat einen starcken , lieblichen Geruch , der Geschmack ist bitter und gewürtzhaftig .
dtae2751	Geruch	Kraut	starcken|lieblichen	Dieses Kraut hat einen starcken , lieblichen Geruch , der Geschmack ist bitter und gewürtzhaftig .
dtae2751	Geruch	Kraut	starcken|heftig	Dieses Kraut hat einen starcken , heftig stinckenden Geruch : es wächset im Felde , führet viel Saltz und kräftiges Oel .
dtae2751	Geruch	Kraut	starcken|heftig	Dieses Kraut hat einen starcken , heftig stinckenden Geruch : es wächset im Felde , führet viel Saltz und kräftiges Oel .
dtae2751	Geruch		keinen	Noch giebet es eine Sorte der Cotula , die von der gemeinen Chamille alleine darinn unterschieden ist , daß sie gar keinen Geruch nicht hat : sie wird genennet Cotula , Tabern .
dtae2751	Geruch		weder	Ich habe an dieser Nuß weder Geruch , noch Geschmack verspüren können .
dtae2751	riechen	Blätter		Die Blätter sind gar schmal und gantz zarte zerschnitten , vest und fleischig , immer in drey Theil zerspalten , riechen wie Eppich , und schmecken häßlich .
dtae2751	Geruch	Samen	gutem	Wann dieselbigen vergangen , so erscheinen die Samen , deren allezeit zwey und zwey beysammen hencken , die sind platt , auf dem Rücken gestreiffet , und weiß , von gutem Geruch und scharffen Geschmack .
dtae2751	Geruch	Samen	gutem	Wann dieselbigen vergangen , so erscheinen die Samen , deren allezeit zwey und zwey beysammen hencken , die sind platt , auf dem Rücken gestreiffet , und weiß , von gutem Geruch und scharffen Geschmack .
dtae2751	Geruch		lieblichen	Wann man sie aufhauet , so geben ihre Eingeweyde einen gar lieblichen Geruch .
dtae2751	Geruch	Crocodilus		Crocodilus , kommt von Crocus , Saffran , und δ ε ι λ ι α ῶ ν , reformidans , förchterlich , als ob man sagen wolTe , es fürchtet den Saffran , dann das Crocodil scheuet den Saffran überaus , wann es denselbigen nur erblicket , und dessen Geruch noch viel mehr .
dtae2751	riechet		angenehme	In der Mitten wächst als wie ein Büschel oder Koppe , so in drey Fäden , wie ein Hanenkamm zertheilet ist , schön roth siehet , und angenehme riechet .
dtae2751	riechen	sie	starck	Man soll denselbigen erwehlen , welcher frisch und wol getrocknet , und dannoch weichlich und gelinde , der feine lange Fäden hat , von schöner rothen Farbe , darunter wenig gelbes zu befinden : sie müssen auch gar starck riechen und einen lieblichen , balsamischen Geschmack haben .
dtae2751	riechen	sie	starck	Man soll denselbigen erwehlen , welcher frisch und wol getrocknet , und dannoch weichlich und gelinde , der feine lange Fäden hat , von schöner rothen Farbe , darunter wenig gelbes zu befinden : sie müssen auch gar starck riechen und einen lieblichen , balsamischen Geschmack haben .
dtae2751	Geruch	Wurtzeln		Die Wurtzeln sind dünne und ästig , gantz zarte oder als wie Fäden , haben einen Geruch wie Näglein , wann sie zerquetschet werden , gleichwie die Benedicten - Wurtzel .
dtae2751	riechen	Die Blüten	sehr starck	Die Blüten riechen sehr starck : wañ dieselbigen vergangen , so kommen Trauben zum Vorschein , voll runder Beeren , das sind die Cubeben , die werden in der Sonne getrocknet , damit sie sich verführen lassen .
dtae2751	riechen	Die Blüten	sehr starck	Die Blüten riechen sehr starck : wañ dieselbigen vergangen , so kommen Trauben zum Vorschein , voll runder Beeren , das sind die Cubeben , die werden in der Sonne getrocknet , damit sie sich verführen lassen .
dtae2751	Geruch		würtzhaftigen	Wäre aber heisses Wasser drauf gegossen worden , so würde sie aufgelauffen seyn , als wie der weisse Pfeffer , und hätte noch darzu ihren würtzhaftigen Geruch durchs kochen verlohren ; es würde auch sonsten nicht viel gutes dran überblieben seyn .
dtae2751	Geruchs	Samen	starcken|unangenehmen	Darauf folgen die Samen , zwey und zwey beysammen , die sind lang , tieff gestreifft , als wie des Fenchels , allein viel zärter , an beyden Enden zugespitzt , von Farbe graugelblicht oder grünlicht ; eines starcken , unangenehmen Geruchs , und von Geschmack ein wenig bitter .
dtae2751	Geruchs	Samen	starcken|unangenehmen	Darauf folgen die Samen , zwey und zwey beysammen , die sind lang , tieff gestreifft , als wie des Fenchels , allein viel zärter , an beyden Enden zugespitzt , von Farbe graugelblicht oder grünlicht ; eines starcken , unangenehmen Geruchs , und von Geschmack ein wenig bitter .
dtae2751	Geruch	Samen|Kramkümmels	starcken|unangenehmen	Den Samen des Kramkümmels soll man erwehlen , der frisch ist , fein völlig und rein , gantz und grünlicht , von starcken und unangenehmen Geruch .
dtae2751	Geruch	Samen|Kramkümmels	starcken|unangenehmen	Den Samen des Kramkümmels soll man erwehlen , der frisch ist , fein völlig und rein , gantz und grünlicht , von starcken und unangenehmen Geruch .
dtae2751	Geruch	Kümmels		Die Tauben werden durch den Geruch dieses Kümmels herbey gelockt , dann sie ihn sehr gerne mögen .
dtae2751	riecht	Sein Holtz	wohl	Sein Holtz ist hart und dicht , riecht wohl , sieht gelblicht , und verdirbet nicht leichtlich .
dtae2751	riecht	Sein Holtz	wohl	Sein Holtz ist hart und dicht , riecht wohl , sieht gelblicht , und verdirbet nicht leichtlich .
dtae2751	Geruch	Blumen	angenehmen	Zwischen ihnen erheben sich lange , zarte Stengel , darauf sitzen kleine purperfarbige Blumen , welche einen angenehmen Geruch haben .
dtae2751	Geruch	Blumen	angenehmen	Zwischen ihnen erheben sich lange , zarte Stengel , darauf sitzen kleine purperfarbige Blumen , welche einen angenehmen Geruch haben .
dtae2751	Geruch	sie	lieblichem	Auswendig ist sie gantz wollicht , inwendig weiß und fleischig , von lieblichem Geruch : sie hat inwendig fünff Cellen oder Fächlein , die beschliessen länglichte Kerne oder Samen , die an dem einen Ende spitziger sind , als wie am andern , sehen röthlicht , und sind schleimig .
dtae2751	Geruch	sie	lieblichem	Auswendig ist sie gantz wollicht , inwendig weiß und fleischig , von lieblichem Geruch : sie hat inwendig fünff Cellen oder Fächlein , die beschliessen länglichte Kerne oder Samen , die an dem einen Ende spitziger sind , als wie am andern , sehen röthlicht , und sind schleimig .
dtae2751	riechen	Birnen	stärcksten	Die Birnen , die sie trägt , sind gantz gemein , sehr klein , jedoch die allerbesten , die am stärcksten riechen .
dtae2751	riechen	Birnen	stärcksten	Die Birnen , die sie trägt , sind gantz gemein , sehr klein , jedoch die allerbesten , die am stärcksten riechen .
dtae2751	Geruch		starcken	Ihre Schale ist mit vieler Wolle überzogen , und sie haben einen dermassen starcken Geruch , daß sie bey vielen Leuten Hauptweh machen .
dtae2751	Geruch		keinen so starcken	Ihre Farbe ist bleichgelb , die Schale hat schier keine Wolle ; ihr Fleisch ist weicher , dann der kleinen ihres , und sie haben keinen so starcken Geruch noch Geschmack .
dtae2751	Geruch	Seine Blätter	starckem	Seine Blätter sind lang , schmal und spitzig , wollicht , weich und weißlicht , von starckem Geruch .
dtae2751	Geruch	Seine Blätter	starckem	Seine Blätter sind lang , schmal und spitzig , wollicht , weich und weißlicht , von starckem Geruch .
dtae2751	Geruch	Wurtzel	starckem	Die Wurtzel ist lang und dick , auswendig schwärtzlicht oder braun , inwendig weiß , von starckem Geruch , und ungeschmack .
dtae2751	Geruch	Wurtzel	starckem	Die Wurtzel ist lang und dick , auswendig schwärtzlicht oder braun , inwendig weiß , von starckem Geruch , und ungeschmack .
dtae2751	Geruch	Blume	starckem	Seine Blume ist eine einfache , fünffblättrige Rose , weiß von Farbe und etwas fleischfarbig , von starckem Geruch , doch schlechter Dauer ; dann der geringste Wind wirfft sie herunter .
dtae2751	Geruch	Blume	starckem	Seine Blume ist eine einfache , fünffblättrige Rose , weiß von Farbe und etwas fleischfarbig , von starckem Geruch , doch schlechter Dauer ; dann der geringste Wind wirfft sie herunter .
dtae2751	Geruch	Wurtzel	schwachen|annehmlichen	Die Wurtzel ist so dick , wie eine Olive , länglicht , grau und von schwachen , doch annehmlichen Geruch , eines anziehenden Geschmacks .
dtae2751	Geruch	Wurtzel	schwachen|annehmlichen	Die Wurtzel ist so dick , wie eine Olive , länglicht , grau und von schwachen , doch annehmlichen Geruch , eines anziehenden Geschmacks .
dtae2751	Geruch	Wurtzel	lieblichen|würtzhaftigen	Seine Wurtzel ist lang , so dicke als wie eine Schwanenfeder , knotigt und kriecht herum , läst sich beugen und schwerlich brechen ; ist mit Zasern besetzet , sichet aussenher dunckel , inwendig graulicht , und hat einen lieblichen , würtzhaftigen Geruch .
dtae2751	Geruch	Wurtzel	lieblichen|würtzhaftigen	Seine Wurtzel ist lang , so dicke als wie eine Schwanenfeder , knotigt und kriecht herum , läst sich beugen und schwerlich brechen ; ist mit Zasern besetzet , sichet aussenher dunckel , inwendig graulicht , und hat einen lieblichen , würtzhaftigen Geruch .
dtae2751	Geruch	sie	einigen	Man soll sie auslesen , wann sie fein dick und frisch sind , fein völlig und einigen Geruch haben .
dtae2751	Geruch	sie	einigen	Man soll sie auslesen , wann sie fein dick und frisch sind , fein völlig und einigen Geruch haben .
dtae2751	Geruch	Gewächs	starcken	Das gantze Gewächs hat einen starcken Geruch und bitteren Geschmack .
dtae2751	Geruch	Gewächs	starcken	Das gantze Gewächs hat einen starcken Geruch und bitteren Geschmack .
dtae2751	Geruch	Blüte|Blume	ziemlich lieblichen	Die Blüte oder Blume ist eine grosse Glocke , welche einiger massen mit einem Trinckglase zu vergleichen ist , schön weiß siehet , auch zuweilen gelb , und hat einen ziemlich lieblichen Geruch .
dtae2751	Geruch	Blüte|Blume	ziemlich lieblichen	Die Blüte oder Blume ist eine grosse Glocke , welche einiger massen mit einem Trinckglase zu vergleichen ist , schön weiß siehet , auch zuweilen gelb , und hat einen ziemlich lieblichen Geruch .
dtae2751	Geruch	Samen	angenehmen	Wann dieselbigen verfallen , so folget ihnen ein gantzer Hauffen Samen , der noch viel kleiner , als der Kümmel , streiffig , ein wenig rauch und weißlicht ist , von angenehmen Geruch und beissenden Geschmack .
dtae2751	Geruch	Samen	angenehmen	Wann dieselbigen verfallen , so folget ihnen ein gantzer Hauffen Samen , der noch viel kleiner , als der Kümmel , streiffig , ein wenig rauch und weißlicht ist , von angenehmen Geruch und beissenden Geschmack .
dtae2751	riecht	Wurtzel		Seine Wurtzel ist lang , so dick als ein Finger , mit Zasern besetzt , und riecht wie Pastinac , gar starck .
dtae2751	riechend	solchen|der	starck	Man muß solchen erwehlen , der frisch ist , fein völlig und rein , starck riechend , und beißig von Geschmack .
dtae2751	riechend	solchen|der	starck	Man muß solchen erwehlen , der frisch ist , fein völlig und rein , starck riechend , und beißig von Geschmack .
dtae2751	riechen	Blümlein	ziemlich angenehme	Zwischen denenselben erheben sich Stiele , einer Hand hoch , die sind rund und ohne Blätter , hol und zart , ohne Zweige , röthlicht und voll milchweisses Safts , tragen ieder auf seiner Spitze eine runde Blume , oder einen Büschel halbirter gelber Blümlein , die ziemlich angenehme riechen .
dtae2751	riechen	Blümlein	ziemlich angenehme	Zwischen denenselben erheben sich Stiele , einer Hand hoch , die sind rund und ohne Blätter , hol und zart , ohne Zweige , röthlicht und voll milchweisses Safts , tragen ieder auf seiner Spitze eine runde Blume , oder einen Büschel halbirter gelber Blümlein , die ziemlich angenehme riechen .
dtae2751	riechen	Wurtzel|Zasern	starck	Die Wurtzel bestehet aus dicken und langen , fleischigen Zasern , welche starck riechen und einen brennend - heissen Geschmack haben .
dtae2751	riechen	Wurtzel|Zasern	starck	Die Wurtzel bestehet aus dicken und langen , fleischigen Zasern , welche starck riechen und einen brennend - heissen Geschmack haben .
dtae2751	riechend	Blätter	starck	Die Blätter sind so groß als wie der Nagel auf dem Daumen , auf beyden Seiten mit einer weissen Wolle überzogen , starck riechend und von scharffen Geschmack .
dtae2751	riechend	Blätter	starck	Die Blätter sind so groß als wie der Nagel auf dem Daumen , auf beyden Seiten mit einer weissen Wolle überzogen , starck riechend und von scharffen Geschmack .
dtae2751	Geruch	Blüten	schier gar keinen	Die Blüten entspriessen zwischen den Blättern , viele bey einander , sind weiß und bestehet jedwede aus fünff länglichten Blätterlein ; haben schier gar keinen Geruch .
dtae2751	Geruch	Blüten	schier gar keinen	Die Blüten entspriessen zwischen den Blättern , viele bey einander , sind weiß und bestehet jedwede aus fünff länglichten Blätterlein ; haben schier gar keinen Geruch .
dtae2751	riechet	Seine Blüte	häßlich	Seine Blüte ist ein eintziges langes Blatt , wie eine Zunge ausgeschnitten , und als eine Deute aufgerollt , siehet auswendig grasgrün , inwendig purpurfarbig , und riechet häßlich .
dtae2751	riechet	Seine Blüte	häßlich	Seine Blüte ist ein eintziges langes Blatt , wie eine Zunge ausgeschnitten , und als eine Deute aufgerollt , siehet auswendig grasgrün , inwendig purpurfarbig , und riechet häßlich .
dtae2751	Geruch	Blätter	starcken	Ist ein Geschlecht Abrotani , oder ein Gewächs , welches ein Hauffen Stengel oder Ruthen treibet , zu drey Schuh hoch , die sind schwanck und hart , in etwas eckigt , und ästig , tragen sehr viel Blätter , die lang und schmal sind , als wie der Lein , haben einen starcken Geruch , eine grüne , dunckele und gleissende Farbe , samt einem scharffen , gewürtzhaftigen Geschmack , der mit einer angenehmen Süssigkeit begleitet ist , und dem Geschmacke des Anises gar gleich kommt .
dtae2751	Geruch	Blätter	starcken	Ist ein Geschlecht Abrotani , oder ein Gewächs , welches ein Hauffen Stengel oder Ruthen treibet , zu drey Schuh hoch , die sind schwanck und hart , in etwas eckigt , und ästig , tragen sehr viel Blätter , die lang und schmal sind , als wie der Lein , haben einen starcken Geruch , eine grüne , dunckele und gleissende Farbe , samt einem scharffen , gewürtzhaftigen Geschmack , der mit einer angenehmen Süssigkeit begleitet ist , und dem Geschmacke des Anises gar gleich kommt .
dtae2751	Geruch	Blüten	häßlichem	Seine Blüten wachsen Büschelweise auf den Gipfeln der Zweige , sind klein und von häßlichem Geruch , doch lieblich anzusehen , blau von Farbe und etwas purpurhaftig , gar selten weiß .
dtae2751	Geruch	Blüten	häßlichem	Seine Blüten wachsen Büschelweise auf den Gipfeln der Zweige , sind klein und von häßlichem Geruch , doch lieblich anzusehen , blau von Farbe und etwas purpurhaftig , gar selten weiß .
dtae2751	riechen	Früchte		Inwendig ist diese Frucht , nach der Länge , in drey oder vier Fach abgetheilt , darinnen sehr weisse Früchte zu befinden , so groß als ein Hünerey , die anfangs denen , die sie noch niemahls gegessen haben , nicht gar zu angenehme schmecken , und als wie faule Eyer stincken : allein , wann sie dieselbigen einmahl gekostet haben , so schmecken sie dermassen gut und riechen also wol , daß sie vermeinen , sie hätten ihre Lebenstage nichts lieblichers gegessen .
dtae2751	Geruch	Blätter	weit stärckern	Die Blätter sehen dem Hollunderlaube gleich , nur daß sie länger und spitziger sind , und einen weit stärckern Geruch haben .
dtae2751	Geruch	Blätter	weit stärckern	Die Blätter sehen dem Hollunderlaube gleich , nur daß sie länger und spitziger sind , und einen weit stärckern Geruch haben .
dtae2751	Geruch	Blüten	starcken	Die Blüten sind wie kleine Becken oder Röslein , fünffmahl zertheilet , weiß , von starcken Geruch und in Kronengestalt .
dtae2751	Geruch	Blüten	starcken	Die Blüten sind wie kleine Becken oder Röslein , fünffmahl zertheilet , weiß , von starcken Geruch und in Kronengestalt .
dtae2751	Geruch		häßlichen	Man sagt , wann sie unter den Tabac gemischet und geschmauchet werde , so solle sie dem Tabac seinen häßlichen Geruch benehmen .
dtae2751	riechet	Hartzes	wol	Ist eine Gattung weisses Hartzes , so zugleich in etwas grünlicht siehet und wol riechet .
dtae2751	riechet	Hartzes	wol	Ist eine Gattung weisses Hartzes , so zugleich in etwas grünlicht siehet und wol riechet .
dtae2751	Geruch|riechet	Dingen		Es ist nemlich ein ziemlich langer Cörper , der bis auf den Boden hinab reichen kan , fleischig und voller Nerven , gegen den Kopf zu breit , wird aber von da an immer schmäler und schmäler ; unwendig ist er hol , am Ende durchgebrochen , dadurch empfäht er den Geruch von solchen Dingen , die er wittert oder riechet : anbey läst er sich beugen und schlangenweise krümmen .
dtae2751	Geruch		starck|angenehm	Ihr Geruch ist starck und angenehm .
dtae2751	riecht	Samen	wol	Der Samen , welcher nach ihr folget , wann sie vergangen ist , ist länglicht , braunroth und mit einem Bürstlein versehen , riecht wol und schmecket scharff .
dtae2751	riecht	Samen	wol	Der Samen , welcher nach ihr folget , wann sie vergangen ist , ist länglicht , braunroth und mit einem Bürstlein versehen , riecht wol und schmecket scharff .
dtae2751	riecht	Blüte	ein wenig	Ihre Blüte ist gleich denen an den Hülsenfrüchten , und kommet der Genista ihren ziemlich bey , sieht gelb und riecht ein wenig .
dtae2751	riecht	Blüte	ein wenig	Ihre Blüte ist gleich denen an den Hülsenfrüchten , und kommet der Genista ihren ziemlich bey , sieht gelb und riecht ein wenig .
dtae2751	riecht	Sein Fleisch		Sein Fleisch ist weich und zart , niedlich von Geschmack , und riecht als wie Violen .
dtae2751	Geruchs		ziemlich starcken	Ist eine Gattung der Cuscuta , oder ein Gewächse , das aus eitel Faden und Fasen bestehet , die als wie Haar aussehen , von Farbe röthlicht oder braun , und eines ziemlich starcken Geruchs .
dtae2751	Geruch	Epithymum	starckem	Das Epithymum soll man erwehlen , welches frisch ist , trocken und sauber , von starckem Geruch .
dtae2751	Geruch	Epithymum	starckem	Das Epithymum soll man erwehlen , welches frisch ist , trocken und sauber , von starckem Geruch .
dtae2751	Geruch		weder	Ist ein Gewächs , das ein steinhaftes , grobes Wesen treibet , in Gestalt eines krausen Salats , voller Löcher , wie ein Sieb , weiß , brüchig , und hat innwendig sehr viel Ritze oder länglichte Spalten , zerbröckelt sich stracks zwischen den Zähnen , und hat weder Geruch , noch Geschmack , der mercklich wäre .
dtae2751	Geruch		starcken	Dieser Strauch hat einen starcken Geruch : er wächset in den Hecken , an rauh - und ungebauten Orten .
dtae2751	Geruch		gewürtzhaftigen|gar angenehmen	Ist ein grosses , ästiges Gewächse , dessen Stengel zu vier und fünff Schuh hoch wird ; der ist gerade , rund und wollicht , grün purperfarbig , voll weisses Marck , und giebet einen gewürtzhaftigen , gar angenehmen Geruch , wann mans ' abschneidet .
dtae2751	Geruchs		würtzhaftigen	Die ist so groß und gestalt wie eine Cubebe , von Farbe braun , eines würtzhaftigen Geruchs und von Geschmack ein wenig bitter und beissend .
dtae2751	riechen	Blumen	gut	Zwischen ihnen erheben sich ein oder noch mehr Stengel , etwan des Fusses hoch , die sind hart und streiffig , rund und röthlicht , theilen sich nach oben zu in Seitenzweiglein , und tragen auf ihren Gipfeln Büschel Blumen , die insgemeine aus fünff Blätterlein , in Rosenform bestehen , welch innewendig weiß , auswendig röthlicht sehen , gut riechen , und in einem zackigten oder gefrenselten Kelche stehen .
dtae2751	riechen	Blumen	gut	Zwischen ihnen erheben sich ein oder noch mehr Stengel , etwan des Fusses hoch , die sind hart und streiffig , rund und röthlicht , theilen sich nach oben zu in Seitenzweiglein , und tragen auf ihren Gipfeln Büschel Blumen , die insgemeine aus fünff Blätterlein , in Rosenform bestehen , welch innewendig weiß , auswendig röthlicht sehen , gut riechen , und in einem zackigten oder gefrenselten Kelche stehen .
dtae2751	Geruch	Blätter	starckem|lieblichen	Die stöst aus ihrer Wurtzel grosse , breite Blätter , welche rauh und harte sind , leicht zu zerbrechen , grün und von starckem , lieblichen Geruch , ohngefehr anderthalben Fuß lang , wie Flügel ausgebreitet , bestehen aus einem gantzen Hauffen anderer und kleiner Blätterlein , oder sind bis an den Stiel hinein zerkerbet .
dtae2751	Geruch	Blätter	starckem|lieblichen	Die stöst aus ihrer Wurtzel grosse , breite Blätter , welche rauh und harte sind , leicht zu zerbrechen , grün und von starckem , lieblichen Geruch , ohngefehr anderthalben Fuß lang , wie Flügel ausgebreitet , bestehen aus einem gantzen Hauffen anderer und kleiner Blätterlein , oder sind bis an den Stiel hinein zerkerbet .
dtae2751	Geruch		lieblichen	fleischfarben , oder auch wol bunt , von lieblichen Geruch .
